goodreads_book_id,tag_name,tag_length
35805,"animal, fiction, childrens, young_adult, series, adventure, middle_grade, child, child, guardian_hoole, childhood, kid, kathryn_lasky, juvenile, owl, animal_fiction, animal_fantasy, audio, fantasy, animal, childhood, classroom, talking_animal, child_fiction, bird, child_literature, juvenile_fiction, child_lit, action_adventure, animal_story",342
35816,"science_fiction, sci, fiction, scifi, arthur_clarke, science, sci_fantasy, space, series, classic, scifi_fantasy, adventure, science_fiction_fantasy, clarke, novel, novel, space_opera, space_odyssey, fantasy, english, calibre, buy, british, literature, paperback, fantasy, sciencefiction, hard, ciencia_ficcion, science_fiction",327
35921,"science_fiction, sci, space_opera, scifi, fiction, military, military_sci, honor_harrington, honorverse, military_science_fiction, series, sci_fantasy, military, space, david_weber, adventure, military_scifi, war, audible, audio, fantasy, scifi_fantasy, science, science_fiction_fantasy, abandoned, military_fiction, adult, fantasy_sci, recommended, speculative_fiction",369
35982,"non_fiction, humor, memoir, nonfiction, comedy, memoir, biography, funny, chick_lit, autobiography, biography_memoir, humour, biography, sex, audio, essay, adult, chelsea_handler, sexuality, fiction, relationship, short_story, memoir_biography, hilarious, woman, entertainment, guilty_pleasure, family, bio_memoir, humorous",323
36058,"crime, fiction, mystery, noir, detective, thriller, crime_fiction, hard_boiled, historical_fiction, james_ellroy, thriller, suspense, american, los, adventure, angeles, action, ellroy, police, general, calibre, mystery_thriller, story, novel, woman, and, procedural, series, california, sleuth",293
36064,"fiction, crime, mystery, noir, historical_fiction, thriller, crime_fiction, american, detective, ellroy, novel, suspense, thriller, historical, political, espionage, buy, general, history, james_ellroy, science, social, government, violence, criminal, corruption, series, literature, woman, calibre",298
36071,"self_help, business, non_fiction, self_improvement, leadership, personal_development, productivity, nonfiction, psychology, time_management, self_development, management, buy, success, self, professional_development, wish_list, reference, personal_growth, work, development, self_development, audible, inspirational, career, motivational, professional, philosophy, improvement, human_development",395
36072,"non_fiction, self_help, business, self_improvement, personal_development, nonfiction, leadership, psychology, productivity, self_development, management, personal_growth, philosophy, work, inspirational, motivational, reference, career, buy, success, development, abandoned, professional_development, professional, motivation, self, audio, life, audible, unfinished",365
36076,"business, non_fiction, self_help, self_improvement, management, personal_development, nonfiction, psychology, work, leadership, professional, relationship, buy, self_development, personal_growth, success, development, productivity, professional_development, business_management, work_related, audible, career, did_not_finish, entrepreneurship, personal, management_leadership, abandoned, education, business_development",419
36086,"history, science, nonfiction, non_fiction, medicine, medical, historical, england, public_health, health, london, audio, disease, buy, epidemiology, century, victorian, wish_list, british_history, europe, history_science, medical_history, microhistory, adult, biology, popular_science, cholera, european_history, britain, geography",331
36159,"science_fiction, fiction, sci, fantasy, epic_fantasy, dark_fantasy, sci_fantasy, series, high_fantasy, horror, scifi, magic, vampire, scifi_fantasy, abandoned, fantasy_sci, buy, science_fiction_fantasy, sff, science_fantasy, fantasy_scifi, maybe, friedman, adult, unfinished, speculative_fiction, first_series, female_author, dark, epic",336
36315,"horror, fiction, short_story, classic, fantasy, science_fiction, sci, lovecraft, classic, anthology, gothic, weird_fiction, literature, sci_fantasy, lovecraftian, cthulhu_mythos, anthology, lovecraft, short_story_collection, buy, short_story, collection, pulp, supernatural, other, thriller, speculative_fiction, wish_list, horror_thriller, scifi",346
36529,"non_fiction, history, classic, biography, nonfiction, memoir, school, autobiography, african_american, american_history, historical, biography, classic, memoir, slavery, biography_memoir, for_school, race, american, college, century, literature, american_literature, american_lit, civil_war, african_american_literature, memoir_biography, biography_autobiography, adult, high_school",382
36638,"childrens, fantasy, fiction, child, child, young_adult, classic, historical_fiction, adventure, middle_grade, kid, gothic, series, historical, juvenile, mystery, childhood, child_literature, childhood, england, juvenile_fiction, classic, alternate_history, childrens_lit, child_lit, audio, british, child_fiction, school, orphan",328
37034,"horror, fiction, gothic, classic, mystery, historical_fiction, ghost, paranormal, ghost_story, historical, supernatural, fantasy, adult, ghost_story, thriller, buy, ghost, adult_fiction, classic, suspense, wish_list, england, british, english, novel, century, scary, gothic_horror, horror_thriller, spooky",305
37095,"fiction, romance, historical_fiction, chick_lit, england, adult_fiction, contemporary, contemporary_fiction, historical, novel, british, family, rosamunde_pilcher, bbc_top, adult, general_fiction, novel, family_saga, all_time, drama, wwii, english, woman_fiction, shelfari, family_relationship, bbc, womens_fiction, pilcher, audio, relationship",344
37100,"mystery, fiction, noir, african_american, mystery_thriller, series, crime, detective, thriller, audible, historical, historical_fiction, mystery, crime_fiction, american, mystery_crime, walter_mosley, los_angeles, century, audio, buy, detective_fiction, easy_rawlins, adult, maybe, african_american_fiction, mystery_detective, historical_mystery, california, african_american_literature",386
37186,"fantasy, childrens, fiction, child, child, kid, middle_grade, young_adult, adventure, juvenile_fiction, juvenile, animal, child_lit, child_literature, friendship, childhood, audio, love, kate_dicamillo, edward_tulane, the_miraculous_journey_edward, classic, childrens_literature, youth, childrens_lit, shelfari, kid_lit, childrens_fiction, all_time, child_fiction",363
37187,"fiction, young_adult, child, realistic_fiction, middle_grade, child, animal, kid, friendship, childrens, juvenile, child_lit, child_literature, juvenile_fiction, fantasy, classroom, childhood, school, child_fiction, middle_school, youth, contemporary, death, bullying, childrens_literature, audio, coming_age, grade, family, kid_lit",332
37190,"fantasy, childrens, fiction, child, child, young_adult, newbery, middle_grade, animal, kid, adventure, childhood, juvenile, classic, child_literature, child_lit, juvenile_fiction, newbery_medal, newbery_award, newbery_winner, newberry, childrens_lit, audio, fairy_tale, childrens_literature, fairy_tale, youth, school, childhood, child_fiction",343
37296,"mystery, john_sandford, fiction, thriller, lucas_davenport, series, crime, sandford, mystery_thriller, john_sanford, sandford_john, detective, suspense, thriller, crime_fiction, prey_series, mystery, mystery_suspense, prey, crime_thriller, sanford_john, davenport, minnesota, audio, mystery_crime, crime_mystery, police, audible, police_procedural, murder_mystery",363
37297,"mystery, john_sandford, fiction, thriller, crime, lucas_davenport, series, sandford, john_sanford, mystery_thriller, detective, thriller, sandford_john, suspense, crime_fiction, prey_series, mystery, mystery_suspense, crime_thriller, sanford_john, murder_mystery, prey, audio, crime_mystery, police_procedural, audible, paperback, minnesota, lucas_davenport_series, davenport",375
37298,"mystery, john_sandford, fiction, thriller, lucas_davenport, series, crime, sandford, mystery_thriller, john_sanford, sandford_john, suspense, thriller, detective, prey_series, crime_fiction, mystery, mystery_suspense, crime_thriller, minnesota, prey, audio, police, mystery_crime, davenport, crime_mystery, murder_mystery, sanford_john, police_procedural, lucas_davenport_series",378
37300,"mystery, john_sandford, fiction, thriller, lucas_davenport, series, sandford, crime, john_sanford, mystery_thriller, sandford_john, thriller, suspense, detective, prey_series, audio, mystery, mystery_suspense, crime_fiction, prey, minnesota, mystery_crime, crime_thriller, davenport, police, crime_mystery, sanford_john, sanford, have, lucas_davenport_series",358
37301,"mystery, fiction, thriller, john_sandford, crime, series, mystery_thriller, lucas_davenport, suspense, mystery, detective, sandford, john_sanford, thriller, audio, crime_fiction, sandford_john, mystery_suspense, prey_series, audible, mystery_crime, first_series, crime_mystery, crime_thriller, murder_mystery, minnesota, police_procedural, suspense_thriller, buy, adult_fiction",377
37302,"mystery, john_sandford, fiction, thriller, lucas_davenport, sandford, series, crime, john_sanford, mystery_thriller, sandford_john, detective, prey_series, suspense, thriller, mystery_suspense, mystery, crime_fiction, prey, audio, police, davenport, crime_thriller, sanford_john, mystery_crime, murder_mystery, minnesota, crime_mystery, police_procedural, lucas_davenport_series",378
37303,"mystery, john_sandford, fiction, thriller, lucas_davenport, crime, series, sandford, mystery_thriller, john_sanford, detective, suspense, sandford_john, crime_fiction, mystery, prey_series, thriller, mystery_suspense, crime_thriller, audio, prey, police_procedural, davenport, audible, crime_mystery, minnesota, sanford_john, lucas_davenport_series, sanford, police",365
37304,"mystery, john_sandford, fiction, thriller, crime, lucas_davenport, series, mystery_thriller, sandford, john_sanford, detective, sandford_john, suspense, prey_series, crime_fiction, thriller, mystery, mystery_suspense, sanford_john, audio, minnesota, prey, crime_mystery, crime_thriller, davenport, audible, mystery_crime, sanford, police_procedural, murder_mystery",364
37338,"erotica, bdsm, romance, shayla_black, erotic_romance, contemporary, series, adult, erotic, contemporary_romance, menage, household, smut, wicked_lover, alpha_male, suspense, romantic_suspense, fiction, adult_romance, first_series, steamy, audio, dnf, sexy, hot, did_not_finish, buy, audible, maybe, nook",303
37377,"childrens, child, kid, fiction, animal, child_lit, family, child_literature, poetry, baby, child, love, kiddos, bedtime_story, bedtime, childhood, buy, picture, for_the_kid, henry, childrens_lit, nancy_tillman, rhyme, little_kid, inspirational, rhyming, young_child, art, child, jackson",286
37380,"classic, literature, novel, southern, american, historical_fiction, literary_fiction, southern_gothic, coming_age, classic, southern_lit, novel, adult_fiction, american_lit, buy, century, oprah, abandoned, fiction, modern, literary, time, modern_classic, american_south, usa, adult, classic_literature, modern_top, wish_list, southern_fiction",342
37398,"fiction, historical_fiction, african_american, classic, literature, novel, american, literary_fiction, toni_morrison, import, novel, african_american_lit, american_literature, african_american_literature, historical, contemporary, buy, contemporary_fiction, usa, adult_fiction, general_fiction, century, school, female_author, nobel, nobel_prize, race, series, for_school, woman_writer",385
37415,"classic, fiction, historical_fiction, classic, school, african_american, literature, novel, high_school, feminism, for_school, romance, adult_fiction, american, historical, literary_fiction, adult, american_literature, american_lit, african_american_literature, century, buy, woman, southern, race, classic_literature, african_american_lit, novel, general_fiction, florida",372
37426,"fiction, contemporary_fiction, contemporary, adult_fiction, novel, adult, literary_fiction, general_fiction, drama, novel, family, suburbia, marriage, relationship, literature, realistic_fiction, romance, literary, chick_lit, wish_list, audio, satire, movie, adultery, american, modern_fiction, tom_perrotta, borrowed, star, buy",328
37435,"fiction, historical_fiction, young_adult, adult_fiction, classic, chick_lit, adult, contemporary, coming_age, historical, novel, general_fiction, contemporary_fiction, southern, literature, school, realistic_fiction, literary_fiction, novel, drama, buy, woman, all_time, african_american, shelfari, southern_fiction, family, wish_list, audio, american",351
37442,"series, adult, abandoned, sci_fantasy, adult_fiction, fairy_tale, magic, witch, retellings, did_not_finish, fantasy, didn_finish, fantasy_sci, novel, classic, contemporary, general_fiction, gregory_maguire, unfinished, young_adult, scifi_fantasy, contemporary_fiction, couldn_finish, gave, literature, buy, fairy_tale, never_finished, romance, retelling",353
37451,"chick_lit, series, fiction, gossip_girl, romance, contemporary, teen, cecily_von_ziegesar, young_adult, guilty_pleasure, high_school, gossip_girl_series, fiction, realistic_fiction, drama, young_adult_fiction, guilty_pleasure, chicklit, teen_fiction, childhood, new_york, girly, contemporary, buy, friendship, young_adult, star, contemporary_fiction, chic_lit, teen",365
37470,"historical_fiction, fiction, historical, romance, history, adult, philippa_gregory, series, england, chick_lit, historical_romance, tudor, adult_fiction, tudor, royalty, historicalfiction, drama, novel, shelfari, british, historic_fiction, fiction_historical, century, tudor_england, all_time, classic, anne_boleyn, buy, general_fiction, henry_viii",348
37526,"classic, play, shakespeare, drama, fiction, classic, historical_fiction, play, theatre, literature, poetry, school, history, historical, theater, rory_gilmore_challenge, british, war, rory_gilmore, british_literature, for_school, english, gilmore_girl, england, classic_literature, william_shakespeare, college, century, brit_lit, renaissance",342
37586,"series, sci, fantasy, eoin_colfer, childhood, fairy, sci_fantasy, fantasy, audio, young_adult, faery, action, juvenile, buy, humor, fantasy_sci, paranormal, fiction, novel, fiction, action_adventure, young_adult_fiction, scifi_fantasy, scifi, supernatural, mystery, youth, science_fiction, modern_fantasy, young",311
37619,"historical_fiction, fiction, wilbur_smith, historical, adventure, egypt, fantasy, ancient_egypt, thriller, series, history, romance, action_adventure, africa, avventura, novel, general_fiction, egyptian, english, mystery, wish_list, adult_fiction, ancient, smith_wilbur, smith, supernatural, home, historical_fantasy, storico, novel",332
37677,"classic, fiction, classic, adventure, animal, literature, young_adult, historical_fiction, dog, historical, novel, child, childrens, classic_literature, wolf, child, american, american_literature, general, juvenile, klondike, childhood, nook, exploration, yukon, all, pet, theft, jack_london, valley",299
37732,"young_adult, fiction, childrens, classic, childhood, child, child, childhood, realistic_fiction, coming_age, middle_grade, kid, contemporary, classic, juvenile, judy_blume, youth, teen, juvenile_fiction, middle_school, child_literature, fiction, child_lit, religion, chick_lit, friendship, young_adult_fiction, childrens_lit, lit, childhood_faves",346
37737,"childrens, fiction, child, childhood, child, kid, realistic_fiction, young_adult, humor, series, childhood, middle_grade, child_lit, juvenile, child_literature, juvenile_fiction, funny, youth, fudge, childhood, comedy, child_fiction, family, classroom, classic, elementary_school, contemporary, classroom, childhood, kid_lit",324
37738,"childrens, fiction, child, child, childhood, kid, young_adult, childhood, realistic_fiction, judy_blume, juvenile, humor, juvenile_fiction, middle_grade, classic, child_literature, child_lit, youth, school, child_fiction, childhood_faves, childrens_lit, grade, kid_lit, childhood_memory, grade, childhood, elementary, novel, classroom",334
37739,"young_adult, fiction, childrens, childhood, child, child, kid, childhood, middle_grade, judy_blume, realistic_fiction, bullying, classic, juvenile, juvenile_fiction, youth, child_literature, child_lit, coming_age, teen, school, middle_school, fiction, friendship, childhood, kid_lit, contemporary, child_young_adult, childhood_faves, young_adult_fiction",353
37741,"childrens, fiction, child, child, kid, young_adult, childhood, realistic_fiction, humor, middle_grade, series, classic, juvenile, juvenile_fiction, child_literature, child_lit, funny, youth, school, childhood, family, grade, childrens_lit, child_fiction, elementary_school, kid_lit, childhood, classic, elementary, childhood_faves",330
37743,"young_adult, romance, fiction, contemporary, teen, chick_lit, coming_age, realistic_fiction, classic, fiction, judy_blume, childhood, childrens, young_adult_fiction, high_school, lit, buy, realistic, teen_fiction, sex, classic, childhood, love, banned, child, relationship, romance, kid, young_adult_lit, wish_list",314
37781,"fiction, classic, africa, historical_fiction, school, literature, classic, novel, african_literature, african, historical, for_school, nigeria, high_school, history, literary_fiction, adult, century, adult_fiction, african_lit, colonialism, novel, africa, buy, general_fiction, series, world_literature, classic_literature, modern_classic, contemporary",352
37793,"play, drama, fiction, play, classic, theatre, feminism, literature, century, for_school, norwegian, theater, high_school, teatro, scandinavian, norway, feminist, adult, classic_literature, historical_fiction, scandinavia, translated, scandinavian_literature, woman, historical, norwegian_literature, college, europe, university, henrik_ibsen",341
37847,"non_fiction, biography, music, memoir, autobiography, biography, nonfiction, bio, adult, memoir_biography, autobiography, buy, wish_list, memoir, drug, biographical, bios, biography_autobiography, entertainment, borrowed, musician, marilyn_manson, biography_memoir, bio_memoir, celebrity, other, collection, finished, autobiography_biography, biography_memoir",359
37875,"entrepreneurship, non_fiction, business, startup, self_help, startup, nonfiction, management, buy, personal_mba, pmba, entrepreneur, business_entrepreneurship, leadership, biz, psychology, productivity, marketing, innovation, technology, mba, development, tech, start, work, business_management, self_improvement, recommended, self_development, career",351
38030,"chick_lit, mystery, fiction, romance, mary_kay_andrew, southern, series, humor, southern_fiction, audio, contemporary, mystery, southern_lit, chicklit, chic_lit, cozy_mystery, adult, georgia, contemporary_romance, adult_fiction, cozy, funny, first_series, savannah, andrew_mary_kay, mystery_thriller, mystery_cozy, andrew, contemporary_fiction, mystery_suspense",361
38169,"fiction, science_fiction, post_apocalyptic, classic, sci, apocalyptic, dystopian, dystopia, apocalypse, classic, scifi, audible, survival, post_apocalypse, sci_fantasy, literature, florida, school, war, novel, audio, fantasy, scifi_fantasy, science, historical_fiction, novel, buy, american, general_fiction, end_the_world",322
38180,"fiction, science_fiction, post_apocalyptic, classic, sci, dystopia, apocalyptic, australia, dystopian, war, apocalypse, classic, scifi, australian, post_apocalypse, literature, novel, sci_fantasy, buy, end_the_world, novel, fantasy, speculative_fiction, general_fiction, century, horror, thriller, science, science_fiction_fantasy, historical_fiction",350
38210,"psychology, non_fiction, spirituality, philosophy, self_help, buddhism, self_improvement, nonfiction, happiness, spiritual, inspirational, religion, personal_development, mindfulness, religion_spirituality, self_development, meditation, biography, spirit, dalai_lama, religious, buy, life, self, religion_philosophy, health, buddhist, inspiration, wish_list, zen",362
38262,"classic, fiction, classic, literature, historical_fiction, century, british, novel, classic_literature, british_literature, historical, england, english, school, english_literature, university, adventure, audible, nook, novel, romance, brit_lit, classic_fiction, literary_fiction, picaresque, woman, london, literary, import, classic_lit",337
38296,"classic, fiction, historical_fiction, classic, adventure, literature, historical, american_literature, american, history, novel, classic_literature, war, native_american, century, american_lit, school, classic_fiction, novel, series, western, nook, james_fenimore_cooper, america, abandoned, classic_lit, romance, home, adult, usa",330
38315,"non_fiction, economics, business, finance, psychology, philosophy, nonfiction, science, investing, statistic, mathematics, math, probability, buy, trading, randomness, investment, behavioral_economics, self_improvement, social_science, self_help, sociology, risk, audio, abandoned, personal_development, popular_science, behavioural_economics, audible, management",363
38333,"graphic_novel, comic, fiction, comic_graphic_novel, graphic_novel_comic, graphic, science_fiction, comic_and_graphic_novel, comix, comic, sci, graphic_novel_and_comic, young_adult, fantasy, dark, buy, graphicnovels, sequential_art, coming_age, adult, comic, comedian, american, graphic_novel, graphic_novel_comic, weird, seattle, horror, comic_graphic_novel, mystery",366
38412,"science, non_fiction, mathematics, history, math, nonfiction, math, popular_science, biography, buy, math_science, science_math, historical, english, philosophy, math_and_science, science_technology, history_science, wish_list, simon_singh, matematica, british, home, stem, ciencia, shelfari, recommended, science, science_and_math, pop_science",344
38447,"fiction, classic, dystopia, dystopian, science_fiction, sci, feminism, fantasy, classic, literature, adult, canadian, novel, adult_fiction, literary_fiction, feminist, speculative_fiction, scifi, buy, sci_fantasy, woman, school, audio, contemporary, audible, post_apocalyptic, contemporary_fiction, general_fiction, canada, all_time",332
38462,"fiction, classic, lgbt, queer, lgbtq, glbt, gay, novel, african_american, literature, american, buy, romance, classic, century, france, american_literature, lgbtqia, modern_classic, literary_fiction, american_lit, adult_fiction, novel, paris, school, import, wish_list, adult, queer_lit, african_american_lit",308
38500,"fiction, bukowski, classic, novel, literature, american, poetry, buy, charles_bukowski, contemporary, american_literature, novel, humor, usa, abandoned, century, wish_list, english, general_fiction, biography, beat, romance, america, american_lit, classic, literary_fiction, modern, adult_fiction, modern_classic, lit",317
38501,"fiction, classic, literature, american, bukowski, buy, coming_age, contemporary, poetry, charles_bukowski, novel, memoir, literary_fiction, century, classic, biography, usa, american_lit, non_fiction, english, contemporary_fiction, modern_classic, humor, humour, wish_list, autobiography, america, all_time, general_fiction, americana",334
38502,"fiction, short_story, bukowski, poetry, rory_gilmore_challenge, rory_gilmore, literature, gilmore_girl, classic, buy, essay, american, charles_bukowski, non_fiction, novel, gilmore, beat, american_literature, gilmore_challenge, usa, humor, rory_gilmore_list, rory, memoir, english, contemporary, narrativa, american_lit, americana, wish_list",341
38503,"fiction, short_story, poetry, bukowski, literature, american, classic, buy, american_literature, charles_bukowski, usa, beat, narrativa, racconti, short_story, story, novel, century, letteratura_americana, english, contemporary, finished, wish_list, non_fiction, short_story_collection, short, novel, lit, biography, literatura",327
38505,"fiction, bukowski, literature, novel, american, novel, charles_bukowski, american_literature, film, humor, classic, contemporary, buy, hollywood, century, non_fiction, movie, beat, english, memoir, poetry, biography, satire, los_angeles, general_fiction, prose, finished, literatura, alcoholism, modern",302
38529,"paranormal_romance, romance, vampire, paranormal, vampire, lynsay_sand, argeneau, fantasy, series, argeneau_series, adult, fiction, pnr, urban_fantasy, vamp, vampire_romance, humor, sand_lynsay, supernatural, romance_paranormal, sand, contemporary, paperback, funny, argeneau_vampire, vamp, audio, buy, contemporary_romance, have",329
38548,"paranormal_romance, romance, paranormal, vampire, lynsay_sand, vampire, fantasy, argeneau, series, urban_fantasy, adult, pnr, fiction, vamp, romance_paranormal, humor, supernatural, vampire_romance, sand_lynsay, contemporary, argeneau_series, paperback, funny, sand, contemporary_romance, audio, argeneau_vampire, paranormal_fantasy, chick_lit, buy",348
38562,"paranormal_romance, vampire, romance, paranormal, lynsay_sand, vampire, argeneau, series, fantasy, argeneau_series, urban_fantasy, adult, fiction, sand_lynsay, humor, vamp, vampire_romance, pnr, supernatural, romance_paranormal, sand, mystery, contemporary, paperback, argeneau_vampire, funny, contemporary_romance, lyndsay_sand, vamp, audio",341
38568,"vampire, paranormal_romance, paranormal, romance, vampire, lynsay_sand, fantasy, series, argeneau, urban_fantasy, adult, pnr, fiction, vamp, supernatural, argeneau_series, vampire_romance, romance_paranormal, humor, contemporary, first_series, sand_lynsay, audio, dnf, funny, argeneau_vampire, contemporary_romance, buy, chick_lit, maybe",337
38619,"urban_fantasy, fantasy, paranormal, vampire, magic, romance, series, paranormal_romance, adult, shapeshifters, shifter, fiction, ilona_andrew, werewolf, kate_daniel, vampire, supernatural, mystery, pnr, audio, series, first_series, sci_fantasy, shifter, witch, kick_heroine, urban, dnf, maybe, fantasy_paranormal",312
38703,"young_adult, fiction, realistic_fiction, series, childrens, contemporary, teen, child, romance, child, kid, middle_grade, adventure, louis_sachar, juvenile, realistic, childhood, coming_age, fiction, buy, middle_school, novel, mystery, audio, friendship, hole, young_adult_fiction, child_lit, crime, child_literature",316
38709,"young_adult, fiction, childrens, childhood, realistic_fiction, child, child, middle_grade, adventure, mystery, kid, school, classic, newbery, contemporary, childhood, series, middle_school, juvenile, fantasy, fiction, teen, humor, novel, friendship, child_literature, child_lit, for_school, youth, coming_age",308
38723,"feminism, non_fiction, nonfiction, classic, feminist, history, psychology, woman, politics, buy, philosophy, sociology, gender, woman_study, classic, feminismo, century, gender_study, feminist_theory, adult, theory, female_author, woman_study, american, feminist_lit, female_author, political, girl_power, social_commentary, fem",328
38739,"non_fiction, animal, biography, memoir, nonfiction, fiction, classic, humor, memoir, autobiography, biography_memoir, james_herriot, series, animal_story, british, humour, england, animal, short_story, memoir_biography, nature, dog, biography, historical_fiction, biographical, general_fiction, historical, childhood, veterinary, childhood",339
38743,"non_fiction, animal, memoir, nonfiction, biography, fiction, classic, humor, memoir, autobiography, series, animal_story, james_herriot, biography_memoir, british, england, short_story, animal, nature, humour, classic, memoir_biography, dog, historical_fiction, general_fiction, biography, biographical, historical, history, young_adult",336
38787,"fiction, magical_realism, classic, spanish, latin_america, novel, latin_american, literature, latin_american_literature, mexico, mexico, novel, buy, school, fantasy, novela, espaol, espanol, magic_realism, classic, mexican, century, novel, favoritos, latin_american_lit, spanish_literature, translated, mexican_literature, literatura, literatura_latinoamericana",361
38855,"civil_war, american_history, war, history, non_fiction, american_civil_war, humor, historical, nonfiction, southern, the_south, politics, history, sociology, civil_war, american, biography, military, military_history, usa, memoir, history_american, culture, america, american_south, adult, united_state, history_civil_war, shelfari, americana",342
38980,"young_adult, romance, chick_lit, fiction, series, contemporary, teen, meg_cabot, childhood, humor, realistic_fiction, fiction, princess_diary, royalty, funny, young_adult_fiction, childrens, teen_fiction, high_school, princess, the_princess_diary, chicklit, child, coming_age, contemporary, buy, childhood, lit, comedy, humour",326
38990,"graphic_novel, graphic_novel, comic, memoir, non_fiction, nonfiction, lgbt, lgbtq, queer, biography, graphic, memoir, comic_graphic_novel, graphic_novel_comic, fiction, autobiography, adult, biography_memoir, comic_and_graphic_novel, feminism, glbt, lgbtqia, graphic_novel_and_comic, coming_age, comic, memoir_biography, school, family, buy, lesbian",349
39020,"history, non_fiction, nonfiction, anthropology, american_history, science, historical, native_american, world_history, archaeology, latin_america, america, buy, abandoned, american, history, audio, wish_list, south_america, politics, america, non_fiction_history, environment, didn_finish, history_american, native_american, sociology, hist, historical_non_fiction, adult",371
39026,"thriller, fiction, mystery, science_fiction, adventure, suspense, sci, lincoln_child, mystery_thriller, thriller, audio, action_adventure, preston_child, action, child_lincoln, series, horror, scifi, audible, mystery, fantasy, wish_list, mystery_suspense, techno_thriller, listened, jeremy_logan, adult, thriller_suspense, sci_fantasy, buy",339
39028,"thriller, fiction, mystery, pendergast, preston_child, horror, suspense, series, mystery_thriller, thriller, adventure, crime, mystery, pendergast_series, douglas_preston, audio, fantasy, preston_and_child, detective, mystery_suspense, agent_pendergast, action, paranormal, adult_fiction, preston_douglas, supernatural, thriller_mystery, douglas_preston_lincoln_child, lincoln_child, action_adventure",400
39030,"thriller, mystery, fiction, horror, pendergast, preston_child, series, mystery_thriller, suspense, thriller, science_fiction, adventure, crime, sci, detective, audio, mystery, preston_and_child, pendergast_series, mystery_suspense, fantasy, monster, action_adventure, douglas_preston, audible, action, novel, preston_douglas, agent_pendergast, museum",350
39031,"thriller, fiction, horror, mystery, preston_child, suspense, series, crime, thriller, pendergast, mystery, audio, adventure, pendergast_series, mystery_thriller, mystery_suspense, douglas_preston, science_fiction, detective, preston_and_child, fantasy, agent_pendergast, supernatural, sci, action_adventure, action, thriller_mystery, historical_fiction, audible, douglas_preston_lincoln_child",392
39032,"thriller, fiction, mystery, preston_child, adventure, mystery_thriller, thriller, science_fiction, suspense, horror, sci, douglas_preston, action_adventure, action, audio, mystery, preston_and_child, preston_douglas, douglas_preston_lincoln_child, crime, mystery_suspense, scifi, audible, novel, science, lincoln_child, buy, paperback, thriller_suspense, fantasy",362
39033,"mystery, fiction, horror, pendergast, thriller, preston_child, mystery_thriller, suspense, crime, thriller, pendergast_series, series, adventure, preston_and_child, detective, mystery_suspense, audio, fantasy, action_adventure, audible, agent_pendergast, supernatural, action, thriller_mystery, novel, adult_fiction, science_fiction, sci, douglas_preston, douglas_preston_lincoln_child",385
39045,"chick_lit, fiction, chicklit, humor, british, adult_fiction, contemporary, contemporary_fiction, motherhood, chic_lit, romance, parenting, did_not_finish, novel, audio, novel, adult, family, woman, woman_fiction, unfinished, gave, comedy, didn_finish, funny, womens_fiction, couldn_finish, fluff, humour, shelfari",313
39542,"cooking, food, non_fiction, cookery, nonfiction, reference, baking, foodie, buy, cooking_baking, kitchen, kookboeken, food_and_cooking, recipe, food_cooking, cooking_food, culinary, wish_list, food_drink, home, cooking_and_baking, cuisine, and, nigella_lawson, cook, food_writing, food_glorious_food, food_and_cookery, female_author, paperback",343
39662,"horror, stephen_king, fiction, short_story, thriller, king, mystery, fantasy, suspense, drama, buy, classic, general_fiction, american, novel, crime, story, anthology, adult, contemporary, adult_fiction, novella, literature, wish_list, movie, english, short_story_collection, short, novella, collection",302
39664,"fiction, stephen_king, short_story, horror, rory_gilmore_challenge, rory_gilmore, classic, thriller, audio, gilmore_girl, king, drama, crime, novella, novella, mystery, general_fiction, historical_fiction, short_story, novel, buy, adult_fiction, movie, contemporary, gilmore_challenge, star, american, audible, prison, fantasy",326
39792,"mystery, crime, mystery, thriller, fiction, scandinavian, henning_mankell, sweden, detective, crime_fiction, scandinavia, wallander, series, krimi, swedish, mystery_thriller, mankell, audio, nordic, crime_mystery, nordic_noir, mystery_crime, mankell_henning, novel, suspense, mystery_suspense, crime_thriller, kurt_wallander, thriller, scandinavian_mystery",356
39795,"mystery, fiction, mystery, thriller, sweden, scandinavian, detective, crime_fiction, scandinavia, series, henning_mankell, crime, swedish, wallander, audio, nordic_noir, krimi, scandinavian_crime, latvia, nordic, crime_mystery, mankell, suspense, novel, novel, europe, mystery_suspense, mystery_crime, crime_thriller, swedish_literature",336
39796,"mystery, crime, fiction, mystery, thriller, scandinavian, sweden, crime_fiction, detective, swedish, wallander, series, scandinavia, mystery_thriller, krimi, scandinavian_crime, crime_mystery, nordic, nordic_noir, mankell, audio, suspense, thriller, mystery_suspense, mystery_crime, henning_mankell, deckare, mankell_henning, kurt_wallander, scandinavian_crime_fiction",368
39798,"mystery, crime, fiction, mystery, thriller, sweden, henning_mankell, scandinavian, detective, crime_fiction, wallander, scandinavia, mystery_thriller, mankell, swedish, series, krimi, audio, scandinavian_crime, nordic_noir, police_procedural, suspense, crime_mystery, kurt_wallander, novel, deckare, polar, mankell_henning, nordic, mystery_crime",345
